Index,Symbol,Action Type,Order Type,Total Qty.,Qty. Filled,Qty. Remaining,Price,Stop Price,Limit Price,Created Date/Time (E),Update Date/Time (E)
1284,CRNC,Buy,Market,1478,1478,0,8.06,0,0,12/6/2024 9:48,12/6/2024 9:49
1287,ARQQ,Buy,Market,485,485,0,25.48,0,0,12/9/2024 9:33,12/9/2024 9:34
1288,INOD,Buy,Market,248,248,0,49.93,0,0,12/9/2024 9:33,12/9/2024 9:34
1291,INOD,Sell,Stop,248,248,0,45.31,45.31,0,12/9/2024 9:34,12/9/2024 11:11
1293,INOD,Buy,Market,243,243,0,48.55,0,0,12/9/2024 11:27,12/9/2024 11:28
1294,INOD,Sell,Stop,243,243,0,44.05,44.05,0,12/9/2024 11:28,12/9/2024 15:14
1296,COIN,Sell,Market,36,36,0,317.24,0,0,12/10/2024 9:31,12/10/2024 9:32
1297,RDW,Sell,Market,497,497,0,12.21,0,0,12/10/2024 9:31,12/10/2024 9:32
1298,LITE,Sell,Market,128,128,0,88.13,0,0,12/11/2024 9:31,12/11/2024 9:32
1299,CRNC,Sell,Market,1478,1478,0,7.5,0,0,12/12/2024 9:31,12/12/2024 9:32
1300,AI,Sell,Market,304,304,0,37.81,0,0,12/12/2024 9:31,12/12/2024 9:32
1301,MDXG,Sell,Market,1219,1219,0,9.3,0,0,12/12/2024 9:31,12/12/2024 9:32
1302,UPST,Buy,Market,143,143,0,82.39,0,0,12/12/2024 9:34,12/12/2024 9:35
1303,UPST,Sell,Stop,143,143,0,76.93,76.93,0,12/12/2024 9:35,12/12/2024 14:19
1305,GRRR,Buy,Market,1436,1436,0,8.32,0,0,12/12/2024 10:27,12/12/2024 10:28
1307,GRRR,Sell,Limit,718,718,0,11.69,0,11.69,12/12/2024 10:28,12/18/2024 9:43
1308,UPST,Buy,Market,140,140,0,85.65,0,0,12/13/2024 11:52,12/13/2024 11:53
1309,UPST,Sell,Stop,140,140,0,79.63,79.63,0,12/13/2024 11:53,12/18/2024 14:40
1311,ARQQ,Sell,Market,485,485,0,23.81,0,0,12/16/2024 9:31,12/16/2024 9:32
1312,COIN,Buy,Market,37,37,0,325.22,0,0,12/16/2024 9:40,12/16/2024 9:41
1313,COIN,Sell,Stop,37,37,0,304.53,304.53,0,12/16/2024 9:41,12/17/2024 10:34
1315,QUBT,Buy,Market,1631,1631,0,7.47,0,0,12/16/2024 9:43,12/16/2024 9:44
1317,QUBT,Sell,Limit,816,816,0,11.77,0,11.77,12/16/2024 9:44,12/16/2024 13:27
1318,DAVE,Buy,Market,126,126,0,96.15,0,0,12/16/2024 9:50,12/16/2024 9:51
1321,QBTS,Buy,Market,2253,2253,0,5.41,0,0,12/16/2024 9:58,12/16/2024 9:59
1323,QBTS,Sell,Limit,1126,1126,0,9.1,0,9.1,12/16/2024 9:59,12/17/2024 9:42
1324,AI,Buy,Market,300,300,0,40.69,0,0,12/16/2024 10:02,12/16/2024 10:03
1327,PTON,Buy,Market,1210,1210,0,10.14,0,0,12/16/2024 10:11,12/16/2024 10:12
1328,PTON,Sell,Stop,1210,1210,0,9.45,9.45,0,12/16/2024 10:12,12/18/2024 15:38
1330,MSTR,Buy,Market,28,28,0,428.96,0,0,12/16/2024 10:23,12/16/2024 10:24
1331,QMCO,Buy,Market,593,593,0,20.43,0,0,12/16/2024 10:23,12/16/2024 10:24
1332,MSTR,Sell,Stop,28,28,0,393.23,393.23,0,12/16/2024 10:24,12/17/2024 10:16
1335,QMCO,Sell,Limit,296,296,0,36.5,0,36.5,12/16/2024 10:24,12/18/2024 11:45
1336,PRCH,Buy,Market,2170,2170,0,5.77,0,0,12/16/2024 12:12,12/16/2024 12:13
1337,PRCH,Sell,Stop,2170,2170,0,5.09,5.09,0,12/16/2024 12:13,12/18/2024 14:47
1339,RKLB,Buy,Market,499,499,0,25.1,0,0,12/16/2024 12:16,12/16/2024 12:17
1342,AFRM,Buy,Market,176,176,0,73.04,0,0,12/16/2024 13:33,12/16/2024 13:34
1343,AFRM,Sell,Stop,176,176,0,68.67,68.67,0,12/16/2024 13:34,12/17/2024 9:32
1345,HSAI,Sell,Market,1198,1198,0,10.23,0,0,12/17/2024 9:31,12/17/2024 9:32
1346,HIMS,Buy,Market,403,403,0,32.53,0,0,12/17/2024 9:33,12/17/2024 9:34
1347,HIMS,Sell,Stop,403,403,0,29.83,29.83,0,12/17/2024 9:34,12/18/2024 14:10
1349,HSAI,Buy,Market,1167,1167,0,11.35,0,0,12/17/2024 9:43,12/17/2024 9:44
1351,HSAI,Sell,Limit,584,584,0,15,0,15,12/17/2024 9:44,12/30/2024 9:41
1352,ARQQ,Buy,Market,438,438,0,30.32,0,0,12/17/2024 9:46,12/17/2024 9:47
1353,ARQQ,Sell,Stop,438,438,0,23.07,23.07,0,12/17/2024 9:47,12/20/2024 9:35
1355,AI,Sell,Market,300,300,0,39.42,0,0,12/19/2024 9:31,12/19/2024 9:32
1356,BTDR,Sell,Market,435,435,0,20.08,0,0,12/19/2024 9:31,12/19/2024 9:32
1357,DAVE,Sell,Market,126,126,0,94.23,0,0,12/19/2024 9:31,12/19/2024 9:32
1358,DXYZ,Sell,Market,127,127,0,65.47,0,0,12/19/2024 9:31,12/19/2024 9:32
1359,PLTR,Sell,Market,91,91,0,74.55,0,0,12/19/2024 9:31,12/19/2024 9:32
1360,RKLB,Sell,Market,499,499,0,23.69,0,0,12/19/2024 9:31,12/19/2024 9:32
1361,KC,Buy,Market,1437,1437,0,9.09,0,0,12/20/2024 9:41,12/20/2024 9:42
1364,RCAT,Buy,Market,1306,1306,0,10.02,0,0,12/20/2024 9:47,12/20/2024 9:48
1366,RCAT,Sell,Limit,653,653,0,14.49,0,14.49,12/20/2024 9:48,12/26/2024 10:38
1367,PLTR,Buy,Market,173,173,0,77.88,0,0,12/20/2024 11:49,12/20/2024 11:50
1370,TSLA,Sell,Market,17,17,0,430.48,0,0,12/23/2024 9:31,12/23/2024 9:32
1371,ACHR,Buy,Market,1367,1367,0,10.1,0,0,12/23/2024 9:33,12/23/2024 9:34
1374,UMAC,Buy,Market,991,991,0,13.79,0,0,12/23/2024 9:54,12/23/2024 9:55
1376,UMAC,Sell,Limit,496,496,0,21,0,21,12/23/2024 9:55,12/30/2024 14:31
1377,CRNC,Buy,Market,1561,1561,0,8.84,0,0,12/23/2024 10:01,12/23/2024 10:02
1378,CRNC,Sell,Stop,1561,1561,0,7.88,7.88,0,12/23/2024 10:02,12/23/2024 10:22
1380,SERV,Buy,Market,868,868,0,15.51,0,0,12/24/2024 9:35,12/24/2024 9:36
1383,OKLO,Buy,Market,590,590,0,22.94,0,0,12/24/2024 10:13,12/24/2024 10:14
1386,RDW,Buy,Market,941,941,0,14.4,0,0,12/24/2024 10:16,12/24/2024 10:17
1388,RDW,Sell,Limit,470,470,0,18.5,0,18.5,12/24/2024 10:17,1/6/2025 10:16
1389,SKYT,Buy,Market,929,929,0,14.72,0,0,12/24/2024 10:26,12/24/2024 10:27
1392,AAOI,Buy,Market,351,351,0,39.07,0,0,12/24/2024 11:36,12/24/2024 11:37
1393,AAOI,Sell,Stop,351,351,0,34.41,34.41,0,12/24/2024 11:37,12/30/2024 10:01
1395,KC,Sell,Market,1437,1437,0,9.95,0,0,12/26/2024 9:31,12/26/2024 9:32
1396,CRNC,Buy,Market,1550,1550,0,8.94,0,0,12/26/2024 9:37,12/26/2024 9:38
1397,CRNC,Sell,Stop,1550,1550,0,7.92,7.92,0,12/26/2024 9:38,12/27/2024 10:02
1399,INOD,Buy,Market,313,313,0,44.87,0,0,12/26/2024 9:42,12/26/2024 9:43
1400,INOD,Sell,Stop,313,313,0,40.66,40.66,0,12/26/2024 9:43,12/31/2024 9:37
1402,RGTI,Buy,Market,1105,1105,0,12.84,0,0,12/26/2024 9:49,12/26/2024 9:50
1403,RGTI,Sell,Stop,1105,1105,0,9.21,9.21,0,12/26/2024 9:50,1/8/2025 10:14
1405,ARQQ,Buy,Market,437,437,0,32.43,0,0,12/26/2024 10:03,12/26/2024 10:04
1408,REAL,Buy,Market,1460,1460,0,9.84,0,0,12/26/2024 10:23,12/26/2024 10:24
1411,MESO,Buy,Market,817,817,0,17.58,0,0,12/26/2024 10:25,12/26/2024 10:26
1414,LX,Buy,Market,2325,2325,0,6.26,0,0,12/26/2024 10:37,12/26/2024 10:38
1415,LX,Sell,Stop,2325,2325,0,5.91,5.91,0,12/26/2024 10:38,12/30/2024 9:32
1417,OMER,Buy,Market,1360,1360,0,11.23,0,0,12/27/2024 12:11,12/27/2024 12:12
1418,OMER,Sell,Stop,1360,1360,0,9.62,9.62,0,12/27/2024 12:12,12/30/2024 15:16
1420,PLTR,Sell,Market,173,173,0,77.83,0,0,12/31/2024 9:31,12/31/2024 9:32
1421,SUPV,Sell,Market,515,515,0,15.13,0,0,12/31/2024 9:31,12/31/2024 9:32
1422,SIDU,Buy,Market,2243,2243,0,6.43,0,0,12/31/2024 9:33,12/31/2024 9:34
1423,SIDU,Sell,Stop,2243,2243,0,3.55,4.37,0,12/31/2024 9:34,1/2/2025 9:31
1425,ACHR,Sell,Market,1367,1367,0,9.94,0,0,1/2/2025 9:31,1/2/2025 9:32
1426,OKLO,Sell,Market,590,590,0,20.95,0,0,1/2/2025 9:31,1/2/2025 9:32
1427,QUBT,Sell,Market,815,815,0,16.64,0,0,1/2/2025 9:31,1/2/2025 9:32
1428,SERV,Sell,Market,868,868,0,13.86,0,0,1/2/2025 9:31,1/2/2025 9:32
1429,SKYT,Sell,Market,929,929,0,14.08,0,0,1/2/2025 9:31,1/2/2025 9:32
1430,SOUN,Sell,Market,709,709,0,20.18,0,0,1/2/2025 9:31,1/2/2025 9:32
1431,BBAR,Buy,Market,705,705,0,20.04,0,0,1/2/2025 9:54,1/2/2025 9:55
1434,BTDR,Buy,Market,592,592,0,23.97,0,0,1/2/2025 9:55,1/2/2025 9:56
1433,BBAR,Sell,Limit,352,352,0,24.1,0,24.1,1/2/2025 9:55,1/6/2025 9:34
1435,BTDR,Sell,Stop,592,592,0,20.61,20.61,0,1/2/2025 9:56,1/7/2025 10:31
1437,LUNR,Buy,Market,719,719,0,19.75,0,0,1/2/2025 9:57,1/2/2025 9:58
1440,WGS,Buy,Market,177,177,0,82.38,0,0,1/2/2025 11:55,1/2/2025 11:56
1441,WGS,Sell,Stop,177,177,0,76.75,76.75,0,1/2/2025 11:56,1/14/2025 10:02
1443,REAL,Sell,Market,1460,1460,0,9.92,0,0,1/3/2025 9:31,1/3/2025 9:32
1444,CRNC,Buy,Market,1255,1255,0,11.66,0,0,1/3/2025 9:35,1/3/2025 9:36
1446,CRNC,Sell,Limit,628,628,0,15.27,0,15.27,1/3/2025 9:36,1/3/2025 11:16
1447,OUST,Buy,Market,1120,1120,0,13.19,0,0,1/3/2025 9:39,1/3/2025 9:40
1450,RKLB,Buy,Market,550,550,0,26.92,0,0,1/3/2025 9:45,1/3/2025 9:46
1453,OKLO,Buy,Market,583,583,0,25.18,0,0,1/3/2025 10:34,1/3/2025 10:35
1454,OKLO,Sell,Stop,583,583,0,21.72,21.72,0,1/3/2025 10:35,1/13/2025 11:58
1456,APP,Buy,Market,43,43,0,351.05,0,0,1/3/2025 12:02,1/3/2025 12:03
1457,APP,Sell,Stop,43,43,0,329.7,329.7,0,1/3/2025 12:03,1/7/2025 9:57
1459,SKYT,Buy,Market,956,956,0,16.14,0,0,1/6/2025 9:33,1/6/2025 9:34
1460,SKYT,Sell,Stop,956,956,0,13.4,13.8,0,1/6/2025 9:34,1/8/2025 9:31
1462,AVGO,Buy,Market,65,65,0,239.74,0,0,1/6/2025 9:37,1/6/2025 9:38
1463,AVGO,Sell,Stop,65,65,0,230.98,230.98,0,1/6/2025 9:38,1/7/2025 9:59
1465,QUBT,Buy,Market,816,816,0,19.34,0,0,1/6/2025 9:42,1/6/2025 9:43
1466,QUBT,Sell,Stop,816,816,0,11.7,15.22,0,1/6/2025 9:43,1/8/2025 9:31
1468,DXYZ,Buy,Market,237,237,0,66.4,0,0,1/6/2025 9:44,1/6/2025 9:45
1469,LAES,Buy,Market,1573,1573,0,9.46,0,0,1/6/2025 9:44,1/6/2025 9:45
1470,DXYZ,Sell,Stop,237,237,0,59.35,59.35,0,1/6/2025 9:45,1/7/2025 9:34
1472,LAES,Sell,Stop,1573,1573,0,4.98,6.45,0,1/6/2025 9:45,1/8/2025 9:31
1474,QMCO,Sell,Market,297,297,0,51.42,0,0,1/7/2025 9:31,1/7/2025 9:32
1475,REAL,Buy,Market,1452,1452,0,10.18,0,0,1/7/2025 9:39,1/7/2025 9:40
1476,REAL,Sell,Stop,1452,1452,0,9.26,9.26,0,1/7/2025 9:40,1/7/2025 10:18
1478,ALGS,Sell,Market,285,285,0,40.81,0,0,1/8/2025 9:31,1/8/2025 9:32
1479,ARQQ,Sell,Market,437,437,0,26.37,0,0,1/8/2025 9:31,1/8/2025 9:32
1480,GRRR,Sell,Market,718,718,0,16.84,0,0,1/8/2025 9:31,1/8/2025 9:32
1482,UMAC,Sell,Market,495,495,0,13.7,0,0,1/8/2025 9:31,1/8/2025 9:32
1481,MESO,Sell,Market,817,817,0,17.79,0,0,1/8/2025 9:31,1/8/2025 9:33
1483,HSAI,Sell,Market,583,583,0,13.89,0,0,1/10/2025 9:31,1/10/2025 9:32
1484,LUNR,Sell,Market,719,719,0,18.94,0,0,1/10/2025 9:31,1/10/2025 9:32
1485,OUST,Sell,Market,1120,1120,0,12.01,0,0,1/10/2025 9:31,1/10/2025 9:32
1486,QBTS,Sell,Market,1127,1127,0,6.36,0,0,1/10/2025 9:31,1/10/2025 9:32
1487,RCAT,Sell,Market,653,653,0,11.4,0,0,1/10/2025 9:31,1/10/2025 9:32
1488,RDW,Sell,Market,471,471,0,16.18,0,0,1/10/2025 9:31,1/10/2025 9:33
1489,RKLB,Sell,Market,550,550,0,25.21,0,0,1/13/2025 9:31,1/13/2025 9:32
1490,DJT,Buy,Market,319,319,0,37.51,0,0,1/13/2025 10:01,1/13/2025 10:02
1492,DJT,Sell,Limit,160,160,0,42.87,0,42.87,1/13/2025 10:02,1/13/2025 15:24
1491,DJT,Sell,Stop,159,159,0,35.72,35.72,0,1/13/2025 10:02,1/21/2025 9:36
1493,GH,Buy,Market,321,321,0,37.53,0,0,1/13/2025 10:56,1/13/2025 10:57
1495,GH,Sell,Limit,160,160,0,43.18,0,43.18,1/13/2025 10:57,1/21/2025 12:02
1496,HOOD,Buy,Market,277,277,0,43.23,0,0,1/14/2025 10:21,1/14/2025 10:22
1498,HOOD,Sell,Limit,138,138,0,49.93,0,49.82,1/14/2025 10:22,1/21/2025 9:31
1499,CRNC,Sell,Market,627,627,0,13.76,0,0,1/15/2025 9:31,1/15/2025 9:32
1500,MSTR,Buy,Market,31,31,0,385.4,0,0,1/17/2025 9:33,1/17/2025 9:34
1501,MSTR,Sell,Stop,31,31,0,354.13,354.13,0,1/17/2025 9:34,1/24/2025 15:42
1503,HSAI,Buy,Market,757,757,0,15.87,0,0,1/17/2025 11:37,1/17/2025 11:38
1506,OKLO,Buy,Market,452,452,0,26.6,0,0,1/17/2025 11:38,1/17/2025 11:39
1508,OKLO,Sell,Limit,226,226,0,36.45,0,36.45,1/17/2025 11:39,1/23/2025 9:47
1509,BBAR,Sell,Market,353,353,0,22.12,0,0,1/21/2025 9:31,1/21/2025 9:32
1510,ADTN,Buy,Market,1144,1144,0,10.58,0,0,1/21/2025 9:33,1/21/2025 9:34
1511,LUNR,Buy,Market,590,590,0,20.48,0,0,1/21/2025 9:33,1/21/2025 9:34
1512,RKLB,Buy,Market,441,441,0,27.36,0,0,1/21/2025 9:33,1/21/2025 9:34
1513,ADTN,Sell,Stop,1144,1144,0,10.05,10.05,0,1/21/2025 9:34,1/27/2025 9:32
1519,VNET,Buy,Market,1995,1995,0,6.06,0,0,1/21/2025 9:36,1/21/2025 9:37
1521,VNET,Sell,Limit,998,998,0,7.29,0,7.25,1/21/2025 9:37,1/29/2025 9:31
1522,RBRK,Buy,Market,171,171,0,70.84,0,0,1/21/2025 10:23,1/21/2025 10:24
1525,RDDT,Buy,Market,66,66,0,182.14,0,0,1/21/2025 10:25,1/21/2025 10:26
1526,RDDT,Sell,Stop,66,66,0,171.14,171.14,0,1/21/2025 10:26,1/27/2025 9:33
1528,PDYN,Buy,Market,1098,1098,0,11.22,0,0,1/22/2025 9:36,1/22/2025 9:37
1529,PDYN,Sell,Stop,1098,1098,0,9.07,9.07,0,1/22/2025 9:37,1/23/2025 14:03
1531,EOSE,Buy,Market,1998,1998,0,6.2,0,0,1/23/2025 15:16,1/23/2025 15:17
1532,EOSE,Sell,Stop,1998,1998,0,5.55,5.55,0,1/23/2025 15:17,1/28/2025 10:48
1534,HSAI,Sell,Market,757,757,0,15.77,0,0,1/24/2025 9:31,1/24/2025 9:32
1535,LX,Buy,Market,1813,1813,0,6.91,0,0,1/24/2025 9:33,1/24/2025 9:34
1538,BKSY,Buy,Market,966,966,0,13,0,0,1/24/2025 9:34,1/24/2025 9:35
1537,LX,Sell,Limit,906,906,0,7.95,0,7.95,1/24/2025 9:34,1/29/2025 10:04
1540,BKSY,Sell,Limit,483,483,0,16.31,0,16.31,1/24/2025 9:35,1/28/2025 9:32
1541,OPFI,Buy,Market,1000,1000,0,12.59,0,0,1/24/2025 9:51,1/24/2025 9:52
1542,OPFI,Sell,Stop,1000,1000,0,11.28,11.28,0,1/24/2025 9:52,1/27/2025 9:35
1544,RUM,Buy,Market,924,924,0,13.68,0,0,1/24/2025 10:32,1/24/2025 10:33
1545,RUM,Sell,Stop,924,924,0,12.33,12.33,0,1/24/2025 10:33,1/27/2025 12:13
1547,SERV,Buy,Market,609,609,0,20.76,0,0,1/24/2025 10:53,1/24/2025 10:54
1548,SERV,Sell,Stop,609,609,0,17.9,17.9,0,1/24/2025 10:54,1/27/2025 9:31
1550,HUT,Buy,Market,459,459,0,27.65,0,0,1/24/2025 12:53,1/24/2025 12:54
1551,HUT,Sell,Stop,459,459,0,23.81,25.58,0,1/24/2025 12:54,1/27/2025 9:31
1553,OPFI,Buy,Market,905,905,0,13.27,0,0,1/28/2025 9:34,1/28/2025 9:35
1556,RDDT,Buy,Market,62,62,0,191.16,0,0,1/28/2025 9:54,1/28/2025 9:55
1559,SEMR,Buy,Market,707,707,0,17.12,0,0,1/28/2025 10:17,1/28/2025 10:18
1562,ROOT,Buy,Market,135,135,0,90.13,0,0,1/29/2025 15:10,1/29/2025 15:11
1565,LUNR,Sell,Market,590,590,0,21.28,0,0,1/30/2025 9:31,1/30/2025 9:32
1566,TEM,Buy,Market,217,217,0,56.49,0,0,1/30/2025 10:35,1/30/2025 10:36
1569,GRAL,Buy,Market,408,408,0,30.16,0,0,1/30/2025 13:35,1/30/2025 13:36
1572,RKLB,Sell,Market,441,441,0,28.39,0,0,1/31/2025 9:31,1/31/2025 9:32
1573,RDW,Buy,Market,496,496,0,24.9,0,0,1/31/2025 9:37,1/31/2025 9:38
1576,LUNR,Buy,Market,528,528,0,23.5,0,0,1/31/2025 10:27,1/31/2025 10:28
1579,ACHR,Buy,Market,1239,1239,0,10.01,0,0,1/31/2025 10:28,1/31/2025 10:29
1580,ACHR,Sell,Stop,1239,1239,0,9.24,9.24,0,1/31/2025 10:29,1/31/2025 15:12
1582,REAL,Buy,Market,1243,1243,0,10.02,0,0,1/31/2025 12:52,1/31/2025 12:53
1583,REAL,Sell,Stop,1243,1243,0,9.46,9.46,0,1/31/2025 12:53,1/31/2025 15:10
