Date,Count,Symbol,ATRP,ROC20_Rank,ROC20_Value,ROC65_Rank,ROC65_Value,ROC130_Rank,ROC130_Value
20190809,100,BOOT,5.02,,,,,87,32.92
20190809,101,DHT,3.53,,,,,88,32.33
20190809,102,EXAS,4.01,,,,,89,32.32
20190809,103,TSEM,3.67,,,,,90,32.31
20190809,104,YEXT,3.71,,,,,92,31.88
20190809,105,ACAD,4.45,,,,,93,31.35
20190816,1,ALLK,7.62,1,180.94,3,113.01,16,121.47
20190816,2,SMSI,10.15,2,97.21,4,96.6,4,240.64
20190816,3,DCPH,6.76,3,79.18,24,57.65,90,33.53
20190816,4,APPN,5.39,4,65.34,13,74.35,49,61.88
20190816,5,ENPH,6.43,5,53.92,2,119.68,2,330.51
20190816,6,EVER,5.96,6,47.13,5,93.55,3,270.26
20190816,7,GTHX,7.77,7,44.86,26,56.63,42,74.46
20190816,8,CPRX,5.82,8,42.22,17,62.71,12,133.2
20190816,9,CVNA,4.94,9,37.2,,,9,146.89
20190816,10,OMER,5.01,10,33.92,,,70,45.87
20190816,11,EGO,6.18,,,1,126.84,19,113.37
20190816,12,NVCR,4.34,,,6,90.26,31,89.18
20190816,13,KPTI,6,,,7,89.35,,
20190816,14,IOVA,4.96,,,8,86.55,18,115.53
20190816,15,PAGS,4.77,,,9,83.42,14,126.25
20190816,16,AU,4.24,,,10,80.29,55,55.85
20190816,17,PAYS,10.85,,,11,78.06,25,96.62
20190816,18,NG,4.08,,,12,75.63,33,87.03
20190816,19,CDLX,5.48,,,14,69.31,20,106.82
20190816,20,AG,5.14,,,15,66.95,47,64.18
20190816,21,BYON,10.78,,,16,66.61,,
20190816,22,ARWR,4.13,,,18,62.7,24,99.17
20190816,23,EHTH,4.85,,,19,61.06,40,77.04
20190816,24,APPS,7.84,,,20,60.59,7,156.69
20190816,25,SEDG,4.44,,,21,59.98,26,92.73
20190816,26,SHAK,3.8,,,22,59.63,29,90.97
20190816,27,SPWR,6.13,,,23,58.46,15,125.4
20190816,28,ROKU,5.28,,,25,57.24,6,171.47
20190816,29,SLP,5.84,,,27,54.6,27,92.06
20190816,30,SBSW,4.3,,,28,51.92,,
20190816,31,SNAP,4.22,,,29,49.91,41,75.6
20190816,32,AGI,4.43,,,30,49.57,50,58.73
20190816,33,PAAS,4.22,,,31,48.65,,
20190816,34,CYRX,4.47,,,32,47.59,17,118.82
20190816,35,ANIK,4.12,,,33,47.07,67,47.19
20190816,36,APLS,5.88,,,34,46.59,22,100.36
20190816,37,AZUL,3.75,,,35,45.55,,
20190816,38,PODD,3.52,,,36,44.34,34,83.29
20190816,39,GFI,4.97,,,37,41.84,63,48.9
20190816,40,SSRM,4.32,,,38,40.7,,
20190816,41,SGH,3.9,,,39,40.44,,
20190816,42,TREX,3.6,,,40,40.36,,
20190816,43,SAH,3.63,,,41,40.08,35,82.92
20190816,44,SKY,4.21,,,42,39.1,53,56.44
20190816,45,MTSI,4.57,,,43,38.95,,
20190816,46,SE,4.7,,,44,38.36,11,134.57
20190816,47,LSCC,4.24,,,45,38.26,10,140
20190816,48,SHOP,3.98,,,46,35.77,21,103.81
20190816,49,ELF,3.68,,,47,35.34,39,77.81
20190816,50,DXCM,3.76,,,48,34.74,,
20190816,51,LPSN,4.16,,,49,33.55,51,56.9
20190816,52,STAA,4.65,,,50,32.87,,
20190816,53,GH,5.43,,,51,31.08,8,154.31
20190816,54,AXON,3.87,,,,,1,4638.4
20190816,55,AXSM,6.41,,,,,5,176.12
20190816,56,PI,5.95,,,,,13,131.83
20190816,57,VYGR,6.02,,,,,23,99.91
20190816,58,NTRA,5.41,,,,,28,91.59
20190816,59,OLED,3.6,,,,,30,90.39
20190816,60,CYTK,5.66,,,,,32,88.09
20190816,61,FTDR,3.55,,,,,36,82.43
20190816,62,QD,4.38,,,,,37,79.84
20190816,63,MELI,3.89,,,,,38,79.56
20190816,64,NVRO,4.57,,,,,43,71.83
20190816,65,TTD,5.5,,,,,44,70.04
20190816,66,ZS,3.82,,,,,45,66.96
20190816,67,IIPR,5.67,,,,,46,64.98
20190816,68,TGTX,5.53,,,,,48,62.09
20190816,69,CRSP,4.47,,,,,52,56.47
20190816,70,QURE,5.1,,,,,54,55.93
20190816,71,YETI,6.26,,,,,56,54.41
20190816,72,OKTA,3.66,,,,,57,54.12
20190816,73,STNG,4.7,,,,,58,53.11
20190816,74,NEO,4.8,,,,,59,52.6
20190816,75,PTCT,4.17,,,,,60,51.82
20190816,76,STNE,5.65,,,,,61,50.17
20190816,77,MTCH,4.21,,,,,62,49.32
20190816,78,GLOB,4.09,,,,,64,47.97
20190816,79,UPBD,3.76,,,,,65,47.93
20190816,80,GDS,4.63,,,,,66,47.52
20190816,81,SGMO,4.42,,,,,68,47.02
20190816,82,MDB,4.51,,,,,69,46.2
20190816,83,SITE,4.77,,,,,71,45.67
20190816,84,SBGI,4.5,,,,,72,42.24
20190816,85,TER,3.57,,,,,73,41.05
20190816,86,DQ,5.52,,,,,74,39.39
20190816,87,CARA,4.53,,,,,75,38.99
20190816,88,SMAR,4.29,,,,,76,38.95
20190816,89,TNDM,5.27,,,,,77,38.95
20190816,90,LITE,3.66,,,,,78,38.46
20190816,91,VCYT,5.75,,,,,79,38.44
20190816,92,BZUN,4.96,,,,,80,37.57
20190816,93,RCM,3.71,,,,,81,37.27
20190816,94,HAIN,4,,,,,82,36.64
20190816,95,TEAM,4.03,,,,,83,36.64
20190816,96,DHT,3.82,,,,,84,36.41
20190816,97,FND,4.57,,,,,85,35.46
20190816,98,AMD,4.28,,,,,86,35.27
20190816,99,EXAS,4.16,,,,,87,35.07
20190816,100,ACAD,4.5,,,,,88,34.65
20190816,101,CHRS,5.81,,,,,89,34.09
20190816,102,UPLD,4.93,,,,,91,32.97
20190816,103,LNTH,4.96,,,,,92,32.23
20190816,104,DRQ,4.35,,,,,93,31.99
20190816,105,FATE,5.7,,,,,94,31.98
20190816,106,JD,3.51,,,,,95,30.43
20190823,1,RTC,6.99,1,219.39,2,164.14,3,213
20190823,2,ALLK,7.75,2,155.16,7,96.75,6,148.35
20190823,3,DCPH,6.83,3,67.92,31,48.74,,
20190823,4,ENPH,6.24,4,60.58,3,119.45,1,336.6
20190823,5,APPN,5.44,5,50.56,13,72.29,49,54.12
20190823,6,EVER,6.86,6,47.56,6,96.84,2,302.88
20190823,7,APPS,8.38,7,38.31,9,85.13,7,136.72
20190823,8,CHRS,5.64,8,31.88,,,42,57.89
20190823,9,EGO,6.25,,,1,165.8,9,119.38
20190823,10,AG,5.3,,,4,99.1,28,77.87
20190823,11,NG,4.27,,,5,97.89,16,97.89
20190823,12,AU,4.56,,,8,94.06,37,65.91
20190823,13,BYON,11.7,,,10,82.81,,
20190823,14,NVCR,4.08,,,11,80.08,30,73.89
20190823,15,CDE,5.88,,,12,76.63,,
20190823,16,PAAS,4,,,14,68.76,,
20190823,17,CPRX,5.42,,,15,68.73,10,116.25
20190823,18,SHAK,3.91,,,16,65.96,25,84.55
20190823,19,AGI,4.79,,,17,63.9,39,61.01
20190823,20,PAGS,4.91,,,18,63.23,11,116.02
20190823,21,KGC,4.56,,,19,62.26,55,44.13
20190823,22,SBSW,4.57,,,20,62.05,73,32.19
20190823,23,GFI,5.6,,,21,60.53,46,56.01
20190823,24,LSCC,4.75,,,22,59.29,34,70.22
20190823,25,SSRM,4.64,,,23,57.25,,
20190823,26,MUX,6.56,,,24,56.8,,
20190823,27,ROKU,5.27,,,25,56.49,5,164.48
20190823,28,SPWR,6.47,,,26,56.47,12,114.95
20190823,29,GTHX,8.12,,,27,54.73,40,60.55
20190823,30,CDLX,5.78,,,28,53.07,18,93.79
20190823,31,KPTI,6.15,,,29,50.26,,
20190823,32,ELF,4.44,,,30,49.27,23,86.35
20190823,33,APLS,5.14,,,32,47.25,15,104.7
20190823,34,SEDG,4.73,,,33,47.2,22,86.84
20190823,35,PI,5.4,,,34,46.67,14,108.06
20190823,36,PAYS,10.49,,,35,46.43,20,90.21
20190823,37,EHTH,4.4,,,36,46.41,43,56.76
20190823,38,DXCM,3.87,,,37,46.14,,
20190823,39,PDD,4.32,,,38,44.13,,
20190823,40,PODD,3.58,,,39,44.08,29,74.19
20190823,41,ARWR,4.79,,,40,41.72,31,72.32
20190823,42,MTSI,4.35,,,41,41.6,,
20190823,43,NTRA,5.73,,,42,41.44,17,95.29
20190823,44,NVRO,4.35,,,43,38.94,35,69.97
20190823,45,SNAP,3.7,,,44,37.49,33,70.5
20190823,46,SHOP,4.23,,,45,37.2,13,114.81
20190823,47,SA,4.68,,,46,35.84,,
20190823,48,MEDP,3.56,,,47,35.49,,
20190823,49,ZLAB,4.61,,,48,33.82,75,31.48
20190823,50,LPSN,4.36,,,49,33.73,51,50.04
20190823,51,VGR,4.7,,,50,33.39,,
20190823,52,GH,5.94,,,51,32.36,24,85.31
20190823,53,GCI,3.95,,,52,31.59,,
20190823,54,AXSM,6.21,,,,,4,166.35
20190823,55,CVNA,5.11,,,,,8,122.35
20190823,56,SE,5.03,,,,,19,92.94
20190823,57,IOVA,5.11,,,,,21,89.74
20190823,58,CYRX,5.01,,,,,26,83.18
20190823,59,VYGR,6.2,,,,,27,83.13
20190823,60,OLED,3.67,,,,,32,72.17
20190823,61,BAND,4.92,,,,,36,67.07
20190823,62,MELI,4.22,,,,,38,64.74
20190823,63,DQ,6.16,,,,,41,58.99
20190823,64,OKTA,4.26,,,,,44,56.28
20190823,65,IIPR,4.84,,,,,45,56.18
20190823,66,TTD,5.43,,,,,47,55.85
20190823,67,QD,4.96,,,,,48,55.36
20190823,68,BLD,3.53,,,,,50,52.74
20190823,69,MTCH,4.33,,,,,52,49.05
20190823,70,CRSP,4.64,,,,,53,47.94
20190823,71,PTCT,4.3,,,,,54,47.17
20190823,72,SKY,4.33,,,,,56,43.23
20190823,73,ZS,4.48,,,,,57,42.25
20190823,74,QURE,4.56,,,,,58,41.83
20190823,75,STNE,5.11,,,,,59,39.06
20190823,76,GDS,4.96,,,,,60,38.99
20190823,77,MDB,4.76,,,,,61,38.95
20190823,78,NEO,4.89,,,,,62,38.44
20190823,79,OMER,5.15,,,,,63,38.39
20190823,80,UPBD,3.8,,,,,64,37.47
20190823,81,SITE,4.45,,,,,65,36.32
20190823,82,SMAR,4.7,,,,,66,35.74
20190823,83,FND,4.73,,,,,67,34.87
20190823,84,GLOB,4.94,,,,,68,34.64
20190823,85,CARA,4.32,,,,,69,34.49
20190823,86,TEAM,3.65,,,,,70,34.46
20190823,87,WSC,3.61,,,,,71,32.75
20190823,88,VCYT,5.33,,,,,72,32.58
20190823,89,EXAS,4.26,,,,,74,32.08
20190830,1,ALLK,7.12,1,185.35,2,122.6,6,122.71
20190830,2,OMI,8.93,2,76.39,12,73.97,,
20190830,3,DCPH,7.03,3,62.18,27,54.84,,
20190830,4,EVER,6.88,4,59.93,3,101.89,1,270.08
20190830,5,APPN,5.52,5,53.63,20,64.65,30,63.51
20190830,6,ROKU,4.64,6,50.56,22,62.16,5,133.33
20190830,7,GTHX,8.67,7,48.1,16,68.84,25,79.79
20190830,8,INFN,5.38,8,44.05,18,65.53,,
20190830,9,SONO,5.97,9,38.68,39,40.43,,
20190830,10,APPS,8.19,10,36.38,4,100.79,4,143.91
20190830,11,EGO,5.94,,,1,152.47,8,113.72
20190830,12,CDE,6,,,5,93.29,,
20190830,13,NG,4.22,,,6,91.26,20,92.25
20190830,14,AG,4.95,,,7,89.55,35,57.23
20190830,15,ENPH,6.52,,,8,88.14,2,268.11
20190830,16,AU,4.23,,,9,83.62,34,57.55
20190830,17,CPRX,5.59,,,10,81.18,7,113.89
20190830,18,PAAS,3.77,,,11,76.39,58,31.69
20190830,19,WW,5.91,,,13,71.08,,
20190830,20,GMS,4.08,,,14,69.6,42,45.63
20190830,21,NVCR,3.93,,,15,69.01,29,69.77
20190830,22,PDD,4.16,,,17,66.77,,
20190830,23,SHAK,3.75,,,19,65.21,21,89.78
20190830,24,CDLX,5.8,,,21,62.29,12,104.74
20190830,25,LSCC,3.88,,,23,59.43,31,59.56
20190830,26,SPWR,5.73,,,24,59.22,18,97.59
20190830,27,SBSW,4.61,,,25,57.98,59,30.25
20190830,28,MUX,6.34,,,26,54.96,,
20190830,29,ELF,4.72,,,28,52.52,27,72.7
20190830,30,PAGS,4.34,,,29,52.36,24,81.54
20190830,31,AGI,4.72,,,30,52.27,43,44.76
20190830,32,SEDG,4.83,,,31,49.95,13,102.97
20190830,33,KPTI,6.01,,,32,49.48,28,70.75
20190830,34,PI,4.41,,,33,46.28,16,99.89
20190830,35,SSRM,4.39,,,34,45.7,,
20190830,36,VC,4.52,,,35,43.54,,
20190830,37,GFI,5.09,,,36,41.43,44,43.13
20190830,38,NVRO,4.07,,,37,41.41,22,89.73
20190830,39,LPSN,4.09,,,38,41.22,47,40.82
20190830,40,SHOP,3.86,,,40,39.13,11,105.55
20190830,41,ARWR,5.19,,,41,38.9,26,78.71
20190830,42,NTRA,5.48,,,42,38.74,17,98.73
20190830,43,CVNA,5.11,,,43,38.14,9,110.86
20190830,44,CSTM,4.16,,,44,38.07,,
20190830,45,SA,4.51,,,45,37.58,,
20190830,46,SBLK,5.04,,,46,37.4,53,34.06
20190830,47,DQ,5.86,,,47,36.69,55,32.14
20190830,48,APLS,5.1,,,48,34.54,19,94.52
20190830,49,FND,4.21,,,49,34.11,,
20190830,50,MTSI,3.73,,,50,33.97,,
20190830,51,MAG,5.09,,,51,33.65,,
20190830,52,LITE,3.71,,,52,32.35,,
20190830,53,SNAP,3.64,,,53,32.03,36,56.42
20190830,54,MOMO,3.97,,,54,31.22,,
20190830,55,ZUMZ,3.93,,,55,30.82,,
20190830,56,PAYS,10.71,,,56,30.42,23,83.31
20190830,57,AXSM,6.08,,,,,3,175.73
20190830,58,CYRX,5.56,,,,,10,108.43
20190830,59,SE,4.66,,,,,14,102.01
20190830,60,IOVA,4.87,,,,,15,100.29
20190830,61,GH,5.83,,,,,32,58.97
20190830,62,MELI,4.06,,,,,33,58.52
20190830,63,MTCH,4.29,,,,,37,51.5
20190830,64,OKTA,4.38,,,,,38,50.18
20190830,65,CHRS,5.04,,,,,39,49.83
20190830,66,TNDM,4.67,,,,,40,49.77
20190830,67,EHTH,4.75,,,,,41,48.11
20190830,68,UPBD,4.08,,,,,45,41.99
20190830,69,MDB,4.69,,,,,46,41.13
20190830,70,ZS,4.39,,,,,48,37.67
20190830,71,CARA,3.85,,,,,49,36.76
20190830,72,SBGI,4.02,,,,,50,36.47
20190830,73,STNG,4.61,,,,,51,34.82
20190830,74,VCYT,4.48,,,,,52,34.59
20190830,75,OMER,5.12,,,,,54,32.83
20190830,76,GLOB,4.52,,,,,56,32.09
20190830,77,PTCT,4.35,,,,,57,31.98
20190906,1,DCPH,6.31,1,60.42,11,69.59,,
20190906,2,OMI,7.89,2,56.07,1,154.32,,
20190906,3,LL,7.07,3,45.68,,,,
20190906,4,SONO,5.74,4,36.02,34,40.23,44,37.57
20190906,5,EGO,5.18,,,2,116.98,9,119.05
20190906,6,ALLK,4.91,,,3,113.51,11,101.85
20190906,7,EVER,6.01,,,4,92.19,2,200.27
20190906,8,CPRX,5.17,,,5,89.11,6,129.17
20190906,9,GTHX,8.19,,,6,83.92,21,85.62
20190906,10,PDD,3.93,,,7,82.85,,
20190906,11,KPTI,5.49,,,8,75.46,5,129.19
20190906,12,BYON,11.79,,,9,72.98,,
20190906,13,INFN,4.54,,,10,71.66,,
20190906,14,WW,5.04,,,12,67.59,36,45.44
20190906,15,ROKU,4.35,,,13,67,4,145.89
20190906,16,NG,4.37,,,14,60.95,24,72.01
20190906,17,ENPH,6.96,,,15,59.55,3,179.12
20190906,18,VC,4.92,,,16,57.82,,
20190906,19,AMBA,3.6,,,17,57.16,30,56.22
20190906,20,APPS,7.23,,,18,56.68,7,122.32
20190906,21,SPWR,5.16,,,19,56.37,14,96.93
20190906,22,NVCR,4,,,20,56.14,34,52.64
20190906,23,ELF,4.35,,,21,55.73,8,120.38
20190906,24,AG,5.03,,,22,55.19,32,55.43
20190906,25,ZUMZ,3.94,,,23,54.01,,
20190906,26,PAAS,3.71,,,24,53.68,41,39.87
20190906,27,CDLX,5.48,,,25,53.3,12,99.12
20190906,28,PAGS,4.11,,,26,52.69,22,84.73
20190906,29,APPN,5.7,,,27,51.45,38,43.29
20190906,30,APLS,5.23,,,28,50.23,23,75.75
20190906,31,ZYME,6.04,,,29,48.29,15,95.43
20190906,32,GMS,4.58,,,30,46.74,48,33.87
20190906,33,LSCC,3.88,,,31,45.1,27,60.48
20190906,34,AU,4.2,,,32,44.78,33,52.75
20190906,35,NVRO,3.86,,,33,43.91,19,88.77
20190906,36,CVNA,4.62,,,35,40.12,18,91.68
20190906,37,SEDG,4.71,,,36,40.07,20,86.89
20190906,38,CONN,5.31,,,37,39.92,,
20190906,39,PI,4.32,,,38,37.99,10,105.37
20190906,40,SBLK,4.83,,,39,37.58,37,43.88
20190906,41,NTRA,4.72,,,40,36.86,16,94.42
20190906,42,CSTM,3.71,,,41,35.15,,
20190906,43,SSRM,4.41,,,42,30.73,,
20190906,44,SHOP,3.71,,,43,30.05,13,98.64
20190906,45,AXSM,6.02,,,,,1,212.09
20190906,46,IOVA,4.6,,,,,17,94.06
20190906,47,SNAP,3.54,,,,,25,69.59
20190906,48,CYRX,5.65,,,,,26,67.74
20190906,49,STNG,4.45,,,,,28,60.12
20190906,50,PAYS,8.98,,,,,29,58.21
20190906,51,ARWR,5.38,,,,,31,56.14
20190906,52,MTCH,3.99,,,,,35,46.47
20190906,53,CHRS,5.04,,,,,39,42.48
20190906,54,OKTA,4.46,,,,,40,40.29
20190906,55,AGI,4.27,,,,,42,37.97
20190906,56,EHTH,5.01,,,,,43,37.65
20190906,57,CARA,3.64,,,,,45,36.76
20190906,58,SE,4.46,,,,,46,36.25
20190906,59,MDB,5.2,,,,,47,35.01
20190906,60,GFI,5.03,,,,,49,32.91
20190906,61,GLOB,4.42,,,,,50,32.4
20190906,62,DQ,5.64,,,,,51,31.95
20190906,63,BZUN,4.72,,,,,52,31.06
20190913,1,ARDX,13.37,1,146.98,6,100.38,33,61.89
20190913,2,CRK,8.65,2,76.67,11,73.77,44,44.55
20190913,3,UNFI,5.97,3,74.71,,,,
20190913,4,TSE,4.62,4,58.94,,,,
20190913,5,LNW,4.65,5,47.99,,,,
20190913,6,GOGO,6.31,6,44.29,39,38.67,62,32.6
20190913,7,CONN,5.14,7,40.98,23,53.78,,
20190913,8,GES,5.06,8,40.31,46,31.46,,
20190913,9,ACAD,5.35,9,39.39,17,58.19,38,57.03
20190913,10,SCVL,5.18,10,36.91,,,,
20190913,11,BYON,11.3,,,1,147.81,,
20190913,12,OMI,8.53,,,2,122.78,48,40.99
20190913,13,ALLK,5.18,,,3,107.94,6,131.93
20190913,14,GTHX,8.22,,,4,107.04,9,119.01
20190913,15,KPTI,5.81,,,5,103.13,3,161.37
20190913,16,EGO,5.63,,,7,92.79,20,85.87
20190913,17,RH,3.78,,,8,82.98,,
20190913,18,PDD,3.74,,,9,75.89,,
20190913,19,EVER,6.18,,,10,75.79,1,199.33
20190913,20,INFN,5.11,,,12,72.35,,
20190913,21,WW,4.71,,,13,69.91,22,77.78
20190913,22,CPRX,6.45,,,14,69.21,11,117.13
20190913,23,DCPH,4.5,,,15,65.77,46,42.83
20190913,24,OPCH,4.61,,,16,65.73,,
20190913,25,VC,5.12,,,18,57.87,,
20190913,26,SPWR,5.05,,,19,56.43,15,102.23
20190913,27,MTSI,3.64,,,20,56.1,67,30.28
20190913,28,GMS,4.74,,,21,54.25,24,69.72
20190913,29,AMBA,3.67,,,22,54,36,59.8
20190913,30,NG,4.42,,,24,50.71,39,51.42
20190913,31,CROX,3.85,,,25,48.67,,
20190913,32,APPN,4.92,,,26,48.16,58,35.6
20190913,33,CSTM,3.67,,,27,46.62,27,67.27
20190913,34,SBLK,4.43,,,28,45.61,23,73.12
20190913,35,LSCC,4.77,,,29,45.05,28,66.77
20190913,36,APPS,6.82,,,30,43.53,12,114.84
20190913,37,ZUMZ,4.09,,,31,42.76,64,31.45
20190913,38,NVCR,4.43,,,32,42.15,31,64.95
20190913,39,AG,5.11,,,33,41.92,56,37.32
20190913,40,CDLX,5.69,,,34,41.4,7,121.38
20190913,41,PAAS,4,,,35,41.01,,
20190913,42,ROKU,4.98,,,36,40.71,14,107.03
20190913,43,SYNA,3.72,,,37,39.15,,
20190913,44,SEDG,5.19,,,38,38.85,18,93.79
20190913,45,RRGB,4.5,,,40,36.61,,
20190913,46,VGR,3.53,,,41,35.2,,
20190913,47,STNG,4.29,,,42,34.95,19,88.04
20190913,48,SONO,4.92,,,43,33.81,40,50.3
20190913,49,NTRA,4.39,,,44,33.22,13,110.4
20190913,50,EXTR,3.7,,,45,33.16,,
20190913,51,CVNA,4.52,,,47,31.07,34,61.85
20190913,52,SAH,3.74,,,48,31.01,8,121.11
20190913,53,PI,4.41,,,49,30.58,16,98.62
20190913,54,SKY,3.88,,,50,30.54,37,57.12
20190913,55,AXSM,5.33,,,,,2,178.71
20190913,56,ENPH,7.77,,,,,4,160.99
20190913,57,CTLP,5.79,,,,,5,138.42
20190913,58,IOVA,4.64,,,,,10,117.44
20190913,59,ELF,4.34,,,,,17,96.75
20190913,60,SHOP,4.08,,,,,21,78.24
20190913,61,PAGS,4.62,,,,,25,69.26
20190913,62,SNAP,3.92,,,,,26,68.78
20190913,63,CYRX,6.03,,,,,29,66.36
20190913,64,ADNT,6.07,,,,,30,65.37
20190913,65,ARWR,6.16,,,,,32,62.68
20190913,66,ZYME,6.19,,,,,35,61.64
20190913,67,DQ,5.54,,,,,41,48.77
20190913,68,PAYS,9.63,,,,,42,47.59
20190913,69,MKTX,3.83,,,,,43,46.36
20190913,70,CHRS,4.54,,,,,45,44.18
20190913,71,MTCH,3.75,,,,,47,41.35
20190913,72,AU,4.34,,,,,49,40.6
20190913,73,RGEN,3.84,,,,,50,40.56
20190913,74,CARA,3.86,,,,,51,40.36
20190913,75,DHT,3.52,,,,,52,39.22
20190913,76,APLS,5.2,,,,,53,39.1
20190913,77,BZUN,4.29,,,,,54,39
20190913,78,FNKO,3.87,,,,,55,38.33
20190913,79,NSSC,5.68,,,,,57,36.98
20190913,80,EHTH,5.74,,,,,59,33.93
20190913,81,VIPS,4.4,,,,,60,33.89
20190913,82,DRQ,3.79,,,,,61,32.86
20190913,83,IIPR,5.83,,,,,63,31.88
20190913,84,SE,4.83,,,,,65,30.93
20190913,85,BOOT,4.81,,,,,66,30.62
20190913,86,AZUL,4.16,,,,,68,30.26
20190913,87,OKTA,5.3,,,,,69,30.17
20190920,1,CRK,9.11,1,69.51,5,85.32,63,32.67
20190920,2,GOGO,6.82,2,57.04,33,38.86,,
20190920,3,UNFI,6.32,3,45.37,,,,
20190920,4,ARDX,12.35,4,43.61,1,102.75,27,56.19
20190920,5,ACAD,6.35,5,39.47,14,53.04,34,51.73
20190920,6,LNW,5.03,6,30.51,,,,
20190920,7,ALLK,5.09,,,2,97.98,9,121.92
20190920,8,OMI,8.81,,,3,91.47,,
20190920,9,EGO,5.83,,,4,86.25,14,86.67
20190920,10,KPTI,6.34,,,6,80.64,5,127.81
20190920,11,WW,4.54,,,7,78.12,15,81.52
20190920,12,CPRX,6.79,,,8,76.53,8,122.15
20190920,13,INFN,5.05,,,9,73.89,,
20190920,14,PDD,3.76,,,10,62.6,51,38.99
20190920,15,OPCH,4.48,,,11,61.64,58,34.89
20190920,16,MTSI,3.81,,,12,58.27,,
20190920,17,BLDP,4.06,,,13,53.43,18,75.49
20190920,18,COOP,4.69,,,15,52.32,,
20190920,19,CROX,3.95,,,16,52.08,,
20190920,20,SAIA,3.53,,,17,51.8,42,48.34
20190920,21,SEDG,5.73,,,18,51.03,7,123.92
20190920,22,GMS,4.74,,,19,50.27,21,69.92
20190920,23,ZYME,5.4,,,20,49.86,16,79
20190920,24,DCPH,4.42,,,21,49.28,48,44.44
20190920,25,CDLX,5.4,,,22,47.71,3,132.15
20190920,26,ENPH,8.4,,,23,47.45,1,203.54
20190920,27,APPS,5.87,,,24,46.93,6,127.12
20190920,28,AG,5.09,,,25,46.23,38,50.15
20190920,29,AMBA,3.78,,,26,45.84,46,45.74
20190920,30,VC,5.2,,,27,45.83,,
20190920,31,RH,3.95,,,28,44.08,,
20190920,32,CDE,6.12,,,29,43.21,,
20190920,33,PAAS,4.1,,,30,42.61,,
20190920,34,KGC,4.63,,,31,41.92,31,53.25
20190920,35,SPWR,5.65,,,32,40.58,4,132.05
20190920,36,ELF,4.01,,,34,38.43,13,91.02
20190920,37,CONN,5.36,,,35,35.48,,
20190920,38,CSTM,3.67,,,36,35.15,37,50.83
20190920,39,ASTH,6.81,,,37,34.23,,
20190920,40,LPSN,3.5,,,38,33.28,60,33.88
20190920,41,NVCR,4.47,,,39,32.29,25,58.09
20190920,42,LSCC,4.91,,,40,30.65,35,50.89
20190920,43,SYNA,3.81,,,41,30.57,,
20190920,44,EXTR,3.97,,,42,30.31,,
20190920,45,PAGS,4.21,,,43,30.29,22,66.87
20190920,46,TGI,4.27,,,44,30.06,,
20190920,47,AXSM,5.65,,,,,2,158.07
20190920,48,GTHX,7.86,,,,,10,113.82
20190920,49,IOVA,4.42,,,,,11,110.66
20190920,50,SAH,3.89,,,,,12,108.01
20190920,51,PI,4.7,,,,,17,78.39
20190920,52,NTRA,4.32,,,,,19,73.81
20190920,53,ROKU,6.51,,,,,20,72.08
20190920,54,ADNT,6.38,,,,,23,62.85
20190920,55,PODD,3.52,,,,,24,58.91
20190920,56,SKY,4.12,,,,,26,57.71
20190920,57,ARWR,5.78,,,,,28,54.99
20190920,58,SHOP,4.42,,,,,29,54.76
20190920,59,DQ,4.65,,,,,30,54.56
20190920,60,SNAP,4.02,,,,,32,52.69
20190920,61,STNG,4.62,,,,,33,51.75
20190920,62,CHRS,4.58,,,,,36,50.87
20190920,63,CYRX,6.15,,,,,39,49.16
20190920,64,SONO,4.17,,,,,40,48.8
20190920,65,AU,4.45,,,,,41,48.68
20190920,66,PAYS,8.77,,,,,43,48.07
20190920,67,NG,4.67,,,,,44,48.03
20190920,68,PRO,3.51,,,,,45,46.15
20190920,69,MKTX,3.92,,,,,47,44.87
20190920,70,SBLK,4.13,,,,,49,43.2
20190920,71,MTCH,4.05,,,,,50,43.03
20190920,72,FRO,3.53,,,,,52,38.62
20190920,73,NSSC,5.6,,,,,53,37.93
20190920,74,APPN,4.61,,,,,54,37.43
20190920,75,SE,4.36,,,,,55,37.26
20190920,76,RGEN,3.92,,,,,56,36.02
20190920,77,APLS,5.53,,,,,57,35.79
20190920,78,OKTA,5.16,,,,,59,34.02
20190920,79,QD,4.46,,,,,61,33.27
20190920,80,CVNA,4.67,,,,,62,33.22
20190920,81,EHTH,6.05,,,,,64,32.48
20190920,82,GFI,5,,,,,65,31.89
20190920,83,DHT,3.55,,,,,66,31.8
20190920,84,BOOT,4.93,,,,,67,31.16
20190920,85,ROAD,5.39,,,,,68,30.4
20190920,86,AGI,4.36,,,,,69,30.14
20190927,1,GOGO,7.15,1,56.93,6,60.98,48,33.4
20190927,2,CRK,9.5,2,38.22,12,48.31,,
20190927,3,HIBB,4.82,3,34.29,,,,
20190927,4,ALLK,5.48,,,1,93.85,6,117.82
20190927,5,WW,4.46,,,2,92.82,8,92.72
20190927,6,INFN,4.81,,,3,92.44,,
20190927,7,OMI,8.7,,,4,86.75,,
20190927,8,KPTI,6.55,,,5,62.05,13,80.51
20190927,9,BZH,3.51,,,7,59.69,,
20190927,10,RH,3.53,,,8,56.95,54,30.64
20190927,11,MTSI,3.73,,,9,55.41,,
20190927,12,GMS,3.84,,,10,53.07,9,89.87
20190927,13,PDD,4.25,,,11,52.96,50,33.11
