Index,Symbol,Action Type,Order Type,Total Qty.,Qty. Filled,Price,Stop Price,Limit Price,Created Date/Time (E),Update Date/Time (E)
0,STTK,Buy,Market,675,675,7.38,0,0,1/2/2024 9:51,1/2/2024 9:52
1,STTK,Sell,Stop,675,675,6.99,6.99,0,1/2/2024 9:52,1/3/2024 12:33
3,IOVA,Buy,Market,594,594,8.38,0,0,1/5/2024 13:37,1/5/2024 13:38
6,TREE,Buy,Market,154,154,32,0,0,1/8/2024 9:33,1/8/2024 9:34
7,TREE,Sell,Stop,154,154,29.87,29.88,0,1/8/2024 9:34,1/11/2024 11:41
9,ARDX,Buy,Market,729,729,6.85,0,0,1/8/2024 9:35,1/8/2024 9:36
11,ARDX,Sell,Limit,364,364,7.63,0,7.63,1/8/2024 9:36,1/8/2024 11:15
12,NKTX,Buy,Market,788,788,6.33,0,0,1/8/2024 9:40,1/8/2024 9:41
14,NKTX,Sell,Limit,394,394,9.07,0,9.07,1/8/2024 9:41,1/8/2024 10:38
15,CABA,Buy,Market,219,219,23.07,0,0,1/8/2024 10:18,1/8/2024 10:19
16,CABA,Sell,Stop,219,219,22.29,22.29,0,1/8/2024 10:19,1/10/2024 12:30
18,CCCC,Buy,Market,754,754,6.87,0,0,1/8/2024 13:15,1/8/2024 13:16
21,CLDX,Buy,Market,128,128,40.5,0,0,1/8/2024 14:39,1/8/2024 14:44
22,CLDX,Sell,Stop,128,128,38.6,38.6,0,1/8/2024 14:44,1/10/2024 12:48
24,MARA,Buy,Market,193,193,26.87,0,0,1/10/2024 12:51,1/10/2024 12:52
25,MARA,Sell,Stop,193,193,23.78,23.78,0,1/10/2024 12:52,1/11/2024 10:49
27,ZIMV,Buy,Market,287,287,18.09,0,0,1/10/2024 13:04,1/10/2024 13:05
28,ZIMV,Sell,Stop,287,287,17.11,17.11,0,1/10/2024 13:05,1/12/2024 12:03
30,CRSP,Buy,Market,81,81,63.75,0,0,1/11/2024 9:54,1/11/2024 9:55
31,CRSP,Sell,Stop,81,81,61.96,61.96,0,1/11/2024 9:55,1/17/2024 9:31
33,KURA,Buy,Market,329,329,15.57,0,0,1/11/2024 14:36,1/11/2024 14:37
34,KURA,Sell,Stop,329,329,14.78,14.78,0,1/11/2024 14:37,1/17/2024 9:31
36,TWST,Buy,Market,137,137,37.57,0,0,1/12/2024 9:47,1/12/2024 9:48
37,TWST,Sell,Stop,137,137,36.03,36.03,0,1/12/2024 9:48,1/12/2024 14:44
39,IOVA,Sell,Market,594,594,8.07,0,0,1/17/2024 9:31,1/17/2024 9:32
40,CCCC,Sell,Market,754,754,6.55,0,0,1/18/2024 9:31,1/18/2024 9:32
41,ARDX,Sell,Market,365,365,8.06,0,0,1/19/2024 9:31,1/19/2024 9:32
42,NKTX,Sell,Market,394,394,8.34,0,0,1/19/2024 9:31,1/19/2024 9:32
43,MRUS,Buy,Market,148,148,33.43,0,0,1/19/2024 10:28,1/19/2024 10:29
45,MRUS,Sell,Limit,74,74,39.57,0,39.57,1/19/2024 10:29,2/8/2024 12:02
46,VKTX,Buy,Market,225,225,22.11,0,0,1/19/2024 10:52,1/19/2024 10:53
49,ACLX,Buy,Market,87,87,57.32,0,0,1/22/2024 9:34,1/22/2024 9:35
50,IOT,Buy,Market,147,147,33.93,0,0,1/22/2024 9:34,1/22/2024 9:35
55,ARCT,Buy,Market,148,148,33.4,0,0,1/22/2024 9:35,1/22/2024 9:36
53,IOT,Sell,Stop,147,147,33.14,33.14,0,1/22/2024 9:35,1/22/2024 13:04
51,ACLX,Sell,Stop,87,87,55.78,55.78,0,1/22/2024 9:35,1/23/2024 10:32
56,ARCT,Sell,Stop,148,148,33,33,0,1/22/2024 9:36,1/24/2024 13:04
58,KYMR,Buy,Market,173,173,28.88,0,0,1/22/2024 9:53,1/22/2024 9:54
60,KYMR,Sell,Limit,86,86,35.3,0,35.29,1/22/2024 9:54,2/9/2024 11:54
61,EYPT,Buy,Market,212,212,23.46,0,0,1/22/2024 11:00,1/22/2024 11:01
63,EYPT,Sell,Limit,106,106,28.92,0,28.92,1/22/2024 11:01,2/1/2024 14:15
64,ZJYL,Buy,Market,741,741,6.83,0,0,1/23/2024 12:33,1/23/2024 12:36
66,ZJYL,Sell,Limit,370,370,11.9,0,11.9,1/23/2024 12:36,1/23/2024 14:25
67,OSCR,Buy,Market,436,436,11.82,0,0,1/24/2024 9:34,1/24/2024 9:35
69,OSCR,Sell,Limit,218,218,17.43,0,14.53,1/24/2024 9:35,2/8/2024 9:31
70,TNGX,Buy,Market,437,437,11.81,0,0,1/24/2024 9:39,1/24/2024 9:40
71,TNGX,Sell,Stop,437,437,11.39,11.41,0,1/24/2024 9:40,1/29/2024 9:33
73,RYTM,Buy,Market,118,118,43.65,0,0,1/24/2024 12:52,1/24/2024 12:53
75,RYTM,Sell,Limit,59,59,50.75,0,50.75,1/24/2024 12:53,2/9/2024 10:28
76,VKTX,Sell,Market,225,225,21.7,0,0,1/25/2024 9:31,1/25/2024 9:32
77,ARDX,Buy,Market,578,578,9.1,0,0,1/26/2024 9:36,1/26/2024 9:37
78,ARDX,Sell,Stop,578,578,8.82,8.82,0,1/26/2024 9:37,1/31/2024 9:31
80,EOLS,Buy,Market,398,398,12.88,0,0,1/29/2024 9:33,1/29/2024 9:34
83,PRCT,Buy,Market,109,109,47.38,0,0,1/29/2024 10:13,1/29/2024 10:14
86,GTLB,Buy,Market,72,72,71.66,0,0,1/29/2024 10:30,1/29/2024 10:31
87,GTLB,Sell,Stop,72,72,69.74,69.74,0,1/29/2024 10:31,2/2/2024 9:36
89,PTGX,Buy,Market,202,202,25.64,0,0,1/29/2024 10:32,1/29/2024 10:33
91,PTGX,Sell,Limit,101,101,29.25,0,29.25,1/29/2024 10:33,2/1/2024 14:14
92,ARVN,Buy,Market,128,128,40.31,0,0,1/31/2024 9:36,1/31/2024 9:37
94,ARVN,Sell,Limit,64,64,46.44,0,46.44,1/31/2024 9:37,2/1/2024 13:29
95,AMCX,Buy,Market,277,277,19.01,0,0,1/31/2024 12:55,1/31/2024 12:58
96,AMCX,Sell,Stop,277,277,18.25,18.25,0,1/31/2024 12:58,1/31/2024 15:44
98,PRCT,Sell,Market,109,109,46.82,0,0,2/1/2024 9:31,2/1/2024 9:34
99,RXST,Buy,Market,109,109,48.1,0,0,2/1/2024 10:35,2/1/2024 10:36
100,RXST,Sell,Stop,109,109,46.32,46.32,0,2/1/2024 10:36,2/2/2024 11:37
102,NKTX,Buy,Market,541,541,9.7,0,0,2/1/2024 11:12,2/1/2024 11:13
103,NKTX,Sell,Stop,541,541,9.05,9.05,0,2/1/2024 11:13,2/6/2024 9:31
105,NTRA,Buy,Market,78,78,67.22,0,0,2/1/2024 11:37,2/1/2024 11:38
106,NTRA,Sell,Stop,78,78,66,66,0,2/1/2024 11:38,2/2/2024 9:41
108,FSLY,Buy,Market,246,246,21.48,0,0,2/2/2024 11:39,2/2/2024 11:40
110,FSLY,Sell,Limit,123,123,24.44,0,24.44,2/2/2024 11:40,2/9/2024 9:32
109,FSLY,Sell,Stop,123,123,18.07,20.26,0,2/2/2024 11:40,2/15/2024 9:31
111,SANA,Buy,Market,887,887,6,0,0,2/5/2024 15:40,2/5/2024 15:41
113,SANA,Sell,Limit,444,444,7.35,0,7.35,2/5/2024 15:41,2/14/2024 13:07
114,ARCT,Buy,Market,149,149,35.68,0,0,2/6/2024 9:46,2/6/2024 9:47
117,PRAX,Buy,Market,118,118,45.26,0,0,2/6/2024 13:49,2/6/2024 13:50
120,PTGX,Sell,Market,101,101,25.68,0,0,2/7/2024 9:31,2/7/2024 9:32
121,S,Buy,Market,186,186,28.62,0,0,2/7/2024 9:33,2/7/2024 9:34
122,S,Sell,Stop,186,186,28,28.02,0,2/7/2024 9:34,2/13/2024 9:31
124,LQDA,Buy,Market,382,382,13.81,0,0,2/7/2024 9:55,2/7/2024 9:56
125,LQDA,Sell,Stop,382,382,13.44,13.44,0,2/7/2024 9:56,2/20/2024 10:08
127,TMDX,Buy,Market,60,60,89.1,0,0,2/7/2024 10:29,2/7/2024 10:31
130,IOVA,Buy,Market,643,643,8.3,0,0,2/7/2024 10:31,2/7/2024 10:32
128,TMDX,Sell,Stop,60,60,86,86,0,2/7/2024 10:31,2/8/2024 9:32
131,IOVA,Sell,Stop,643,643,7.99,7.99,0,2/7/2024 10:32,2/8/2024 9:41
133,ZJYL,Sell,Market,371,371,14.1,0,0,2/8/2024 9:31,2/8/2024 9:32
134,VKTX,Buy,Market,206,206,26.86,0,0,2/8/2024 9:34,2/8/2024 9:35
136,VKTX,Sell,Limit,103,103,32.16,0,32.16,2/8/2024 9:35,2/14/2024 10:17
137,ARDX,Buy,Market,580,580,9.48,0,0,2/8/2024 9:40,2/8/2024 9:41
138,ARDX,Sell,Stop,580,580,8.97,8.97,0,2/8/2024 9:41,2/13/2024 14:18
140,GTLB,Buy,Market,73,73,74.98,0,0,2/8/2024 9:49,2/8/2024 9:50
141,GTLB,Sell,Stop,73,73,73.47,73.47,0,2/8/2024 9:50,2/12/2024 12:01
143,VSCO,Buy,Market,201,201,27.26,0,0,2/8/2024 9:51,2/8/2024 9:52
146,MOD,Buy,Market,78,78,71.1,0,0,2/8/2024 10:12,2/8/2024 10:13
